TweetsCleaned,Category,Support
incredible feat arming one genociding incredible feat enforcing ceasefire israel continuing breach bombing gaza strip surrounding country like syria stop eating biden shit,Negative,1
angela course support jewish community aftermath oct uncompromising support israel uncompromisingly supporting genocide war crime crime humanity well done neverlabour,Neutral,1
close account censorship voice continues support palestine need voice without able use,Neutral,1
saudi arabia crown prince mohammed bin salman urged nation extraordinary brics summit cease weapon export israel world stand palestine,Neutral,1
akehurst british traitor along starmer serf interest israel interest britain british people arrested tried treason along anyone else serf foreign power,Neutral,1
argument jew right palestine b c ancestor inhabited thousand year ago open door many similar claim red indian canada usa mexico usa israelinewnazism binance thanksgiving gazagenocide,Neutral,1
may israel launch airstrikes gaza killing people including many civilian,Negative,1
boycott stranger thing stop interacting strangerwriters account five people work show openly zionist,Negative,0
brand new patient white american knew nothing saw arab face name abruptly said prob support palestine hamas horrified palestinian ppl taught stayed provided top tier care b c,Neutral,1
lie spirit take know,Neutral,1
bulldozer cover mass grave dead palestinian collected al shifa hospital brutal assault israel u government want see share anyway,Negative,1
member press hamza chalan lead child camp chant free palestine,Positive,1
understand israel waging war check article havivrettiggur israel speaking west message hamas message strategic heart war effort nowhere gaza go stone tunnel building overturn pursuit none tactic kept safe apply anymore,Negative,0
maybe one done canadian israel survived rocket attack hostage taking law go way,Neutral,0
israel hamas ukraine war feature prominently eu canada summit beginning today,Negative,1
family killed israel mon mother father two sister grandson killed jabalia camp father driver please help find alive dead buried please,Negative,1
fired pro palestine fucking disgusting,Negative,-1
melbourne australia massive convoy car proudly flying australian israeli flag took street tonight parade show solidarity support israel also member australian jewish community suffered rising antisemitism,Positive,-1
haaretz two home hit missile israel northern kibbutz manara say local council head,Neutral,1
jew exiled judea israel thousand year ago land matter much spin around historical fact palestinian right well land offered peace deal rejected every time,Neutral,1
river one one side isreal sea palestine would take would isreal therefore israel would longer exist,Neutral,-1
byzantine wall christian trapezoynta invaded occupied islam massacred sent exile child remain christian denial since flatten gaza immediatelly israel,Neutral,-1
hall oates confidential legal battle led daryl hall getting restraining order former music partner john oates,Neutral,1
check different auston matthew card lot maple leaf ebay via ebay israel gaza hamas asiangames steve cohen klaus schwab tel aviv nebraska palestinian kansa state otev lido smackdown isle hockey nhl mlb nfl nba toronto,Neutral,0
proud,Neutral,-1
victim london tube bombing bataclan nice truck attack berlin christmas market attack hamas attack israel sure relieved find death actually social construct,Negative,1
suffering palestinian sad way end predicament stop killing jew jordan stopped trying kill jew israel bombing occupying jordan egypt stopped trying kill jew israel bombing occupying egypt uae morocco sudan bahrain saudi arabia muslim country also stopped trying kill jew israel bombing occupying country either lebanon still trying kill jew israel bombing syria via iranian proxy still trying kill jew israel bombing world peace easily possible stop killing jew lovewinnlove,Negative,0
enough proof israel murdered innocent child bombed hospital war crime humanity hope justice served avoid happening ever,Negative,0
